叶子代码,叶子行业,股票代码,股票名称,最新权重
851751,机场,600004,白云机场,22.6663
851751,机场,600009,上海机场,55.0606
851751,机场,600897,厦门空港,5.5221
851751,机场,000089,深圳机场,16.7509
851783,中间产品及消费品供应链服务,002889,东方嘉盛,10.8796
851783,中间产品及消费品供应链服务,300013,新宁物流,11.6683
851783,中间产品及消费品供应链服务,300240,飞力达,8.6395
851783,中间产品及消费品供应链服务,300350,华鹏飞,14.6940
851783,中间产品及消费品供应链服务,300873,海晨股份,21.3965
851783,中间产品及消费品供应链服务,603648,畅联股份,12.5538
851783,中间产品及消费品供应链服务,001220,世盟股份,5.4251
851783,中间产品及消费品供应链服务,002769,普路通,14.7427
851786,仓储物流,002930,宏川智慧,10.1430
851786,仓储物流,600787,中储股份,30.3562
851786,仓储物流,600794,保税科技,13.8209
851786,仓储物流,603713,密尔克卫,31.9471
851786,仓储物流,603066,音飞储存,7.0191
851786,仓储物流,002492,恒基达鑫,6.7134
851787,公路货运,002682,龙洲股份,16.4587
851787,公路货运,603569,长久物流,8.7644
851787,公路货运,603813,原尚股份,12.7610
851787,公路货运,002010,传化智联,62.0157
857652,广告媒体,002027,分众传媒,95.2127
857652,广告媒体,301102,兆讯传媒,1.7701
857652,广告媒体,000607,华媒控股,3.017
851741,航空运输,002928,华夏航空,3.2973
851741,航空运输,600029,南方航空,14.9545
851741,航空运输,600115,中国东航,17.6105
851741,航空运输,600221,海航控股,20.7193
851741,航空运输,601021,春秋航空,15.1638
851741,航空运输,601111,中国国航,15.6382
851741,航空运输,603885,吉祥航空,7.5040
851741,航空运输,000099,中信海直,5.1121
851782,原材料供应链服务,000906,浙商中拓,3.7526
851782,原材料供应链服务,001202,炬申股份,1.5858
851782,原材料供应链服务,600057,厦门象屿,10.7660
851782,原材料供应链服务,600153,建发股份,25.8328
851782,原材料供应链服务,600180,*ST瑞茂,1.0593
851782,原材料供应链服务,600704,物产中大,26.3000
851782,原材料供应链服务,600753,ST海钦,2.6242
851782,原材料供应链服务,600755,厦门国贸,14.3065
851782,原材料供应链服务,603329,上海雅仕,2.0331
851782,原材料供应链服务,605050,福然德,3.5558
851782,原材料供应链服务,002485,ST雪发,1.6330
851782,原材料供应链服务,600603,广汇物流,4.0425
851782,原材料供应链服务,000626,远大控股,2.5077
851711,港口,000582,北部湾港,9.9083
851711,港口,000905,厦门港务,3.3471
851711,港口,001872,招商港口,5.2113
851711,港口,002040,南京港,1.4776
851711,港口,600017,日照港,5.0366
851711,港口,600018,上港集团,17.5808
851711,港口,600279,重庆港,1.9973
851711,港口,600717,天津港,6.2065
851711,港口,601000,唐山港,11.9330
851711,港口,601008,连云港,2.6172
851711,港口,601018,宁波港,8.8397
851711,港口,601228,广州港,3.8641
851711,港口,601298,青岛港,6.3888
851711,港口,601326,秦港股份,2.5980
851711,港口,601880,辽港股份,8.0877
851711,港口,000088,盐田港,4.9054
857662,院线,002905,金逸影视,3.8998
857662,院线,300528,幸福蓝海,11.9246
857662,院线,603103,横店影视,6.3193
857662,院线,002739,儒意电影,77.8561
857676,其他数字媒体,301313,凡拓数创,24.9141
857676,其他数字媒体,600640,国脉文化,27.2285
857676,其他数字媒体,603466,风语筑,47.8573
857673,图片媒体,000681,视觉中国,100.0
851784,快递,002352,顺丰控股,63.2109
851784,快递,002468,申通快递,6.7616
851784,快递,600233,圆通速递,23.0303
851784,快递,002120,韵达股份,6.9970
857671,视频媒体,300413,芒果超媒,100.0
857675,文字媒体,603533,掌阅科技,100.0
851721,公交,600561,江西长运,7.1686
851721,公交,600611,大众交通,37.5791
851721,公交,600650,锦江在线,15.0938
851721,公交,600834,申通地铁,11.6655
851721,公交,603069,海汽集团,13.4884
851721,公交,002357,富临运业,15.0043
851785,跨境物流,601156,东航物流,28.0035
851785,跨境物流,601598,中国外运,14.3959
851785,跨境物流,603117,万林物流,3.4836
851785,跨境物流,603128,华贸物流,7.8084
851785,跨境物流,603535,嘉诚国际,2.5525
851785,跨境物流,603836,海程邦达,2.2010
851785,跨境物流,603871,嘉友国际,17.6350
851785,跨境物流,603967,中创物流,3.2874
851785,跨境物流,001228,永泰运,3.8382
851785,跨境物流,001391,国货航,12.7557
851785,跨境物流,002800,天顺股份,2.1429
851785,跨境物流,600119,*ST长投,1.8952
851761,航运,001205,盛航股份,0.8920
851761,航运,002320,海峡股份,2.0113
851761,航运,600026,中远海能,10.4011
851761,航运,600179,安通控股,4.6222
851761,航运,600428,中远海特,6.6952
851761,航运,600798,宁波海运,1.0365
851761,航运,601866,中远海发,4.4788
851761,航运,601872,招商轮船,20.5374
851761,航运,601919,中远海控,29.4291
851761,航运,601975,招商南油,5.3215
851761,航运,603167,渤海轮渡,1.1634
851761,航运,603565,中谷物流,4.5520
851761,航运,603209,兴通股份,1.2321
851761,航运,601022,宁波远洋,0.8804
851761,航运,603162,海通发展,2.2754
851761,航运,601083,锦江航运,1.0990
851761,航运,600751,海航科技,1.9786
851761,航运,000520,凤凰航运,1.3933
851619,其他能源发电,002616,长青集团,100.0
851618,核力发电,601985,中国核电,69.1838
851618,核力发电,000958,电投产融,8.0
851618,核力发电,003816,中国广核,22.816
851731,高速公路,000548,湖南投资,1.6976
851731,高速公路,000755,山西高速,1.7328
851731,高速公路,000828,东莞控股,3.8850
851731,高速公路,000900,现代投资,3.7636
851731,高速公路,001965,招商公路,19.6008
851731,高速公路,600012,皖通高速,5.5615
851731,高速公路,600020,中原高速,3.3439
851731,高速公路,600033,福建高速,5.3838
851731,高速公路,600035,楚天高速,3.2331
851731,高速公路,600106,重庆路桥,4.9897
851731,高速公路,600269,赣粤高速,4.6447
851731,高速公路,600350,山东高速,9.2050
851731,高速公路,600368,五洲交通,3.5894
851731,高速公路,600377,宁沪高速,6.8146
851731,高速公路,600548,深高速,2.4928
851731,高速公路,601107,四川成渝,3.2070
851731,高速公路,601188,龙江交通,2.2559
851731,高速公路,601518,吉林高速,1.9164
851731,高速公路,000886,海南高速,3.8088
851731,高速公路,000429,粤高速A,8.8727
851771,铁路运输,001213,中铁特货,2.3929
851771,铁路运输,001317,三羊马,1.2114
851771,铁路运输,600125,铁龙物流,4.4494
851771,铁路运输,601006,大秦铁路,37.3615
851771,铁路运输,601333,广深铁路,7.6886
851771,铁路运输,601816,京沪高铁,44.9227
851771,铁路运输,000557,西部创业,1.9732
857692,大众出版,000793,*ST华闻,11.3705
857692,大众出版,002181,粤传媒,6.3193
857692,大众出版,300364,中文在线,24.8437
857692,大众出版,300788,中信出版,2.4437
857692,大众出版,301025,读客文化,1.3107
857692,大众出版,301052,果麦文化,2.8991
857692,大众出版,600229,城市传媒,2.5205
857692,大众出版,600373,中文传媒,9.4178
857692,大众出版,600551,时代出版,3.0895
857692,大众出版,600825,新华传媒,5.1216
857692,大众出版,601801,皖新传媒,4.9704
857692,大众出版,601858,中国科传,5.3533
857692,大众出版,601949,中国出版,4.1536
857692,大众出版,601999,出版传媒,2.1200
857692,大众出版,603096,新经典,1.7736
857692,大众出版,603999,读者传媒,2.1848
857692,大众出版,301231,荣信文化,2.5743
857692,大众出版,603230,内蒙新华,1.6702
857692,大众出版,000719,中原传媒,5.8625
857691,教育出版,600757,长江传媒,12.7002
857691,教育出版,601019,山东出版,7.1888
857691,教育出版,601098,中南传媒,20.4233
857691,教育出版,601811,新华文轩,5.6280
857691,教育出版,601900,南方传媒,10.5994
857691,教育出版,601921,浙版传媒,8.3181
857691,教育出版,601928,凤凰传媒,19.3802
857691,教育出版,605577,龙版传媒,2.2254
857691,教育出版,300148,天舟文化,6.9656
857691,教育出版,300654,世纪天鸿,6.5704
857651,营销代理,002291,遥望科技,2.7532
857651,营销代理,002400,省广集团,6.2855
857651,营销代理,002712,思美传媒,0.9349
857651,营销代理,002995,天地在线,0.9782
857651,营销代理,300058,蓝色光标,33.0042
857651,营销代理,300061,旗天科技,1.7839
857651,营销代理,300063,天龙集团,3.3795
857651,营销代理,300071,福石控股,1.9915
857651,营销代理,300242,佳云科技,1.7195
857651,营销代理,300612,宣亚国际,1.1929
857651,营销代理,300781,因赛集团,1.3965
857651,营销代理,300805,电声股份,1.2513
857651,营销代理,600358,国旅联合,1.2827
857651,营销代理,600556,天下秀,3.6730
857651,营销代理,600986,浙文互联,6.3362
857651,营销代理,603598,引力传媒,1.5787
857651,营销代理,603729,ST龙韵,0.4289
857651,营销代理,603825,ST华扬,0.7387
857651,营销代理,605168,三人行,2.7284
857651,营销代理,002878,元隆雅图,1.1806
857651,营销代理,301171,易点天下,9.1199
857651,营销代理,002354,天娱数科,7.9598
857651,营销代理,002264,新华都,1.9326
857651,营销代理,603602,纵横通信,1.1929
857651,营销代理,000676,智度股份,5.1753
850174,其他养殖,300313,天山生物,18.8742
850174,其他养殖,600965,*ST福成,20.6534
850174,其他养殖,002321,华英农业,60.4722
857661,影视动漫制作,000892,欢瑞世纪,2.4371
857661,影视动漫制作,002292,奥飞娱乐,9.0089
857661,影视动漫制作,002343,慈文传媒,2.2234
857661,影视动漫制作,300027,ST华谊,4.2710
857661,影视动漫制作,300133,华策影视,12.4709
857661,影视动漫制作,300182,捷成股份,14.7955
857661,影视动漫制作,300251,光线传媒,23.4701
857661,影视动漫制作,300291,百纳千成,3.7869
857661,影视动漫制作,300426,华智数媒,2.1750
857661,影视动漫制作,600977,中国电影,8.8964
857661,影视动漫制作,601595,上海电影,3.0292
857661,影视动漫制作,603721,中广天择,1.3089
857661,影视动漫制作,600088,中视传媒,2.7549
857661,影视动漫制作,001330,博纳影业,6.5224
857661,影视动漫制作,000802,北京文化,2.8489
857674,门户网站,300295,*ST三六,7.4413
857674,门户网站,300785,值得买,13.9074
857674,门户网站,300987,川网传媒,4.2569
857674,门户网站,600228,返利科技,7.9920
857674,门户网站,603000,人民网,31.3107
857674,门户网站,603888,新华网,20.0111
857674,门户网站,301299,卓创资讯,6.3336
857674,门户网站,002095,生意宝,8.7466
850191,农业综合Ⅲ,300021,大禹节水,41.1147
850191,农业综合Ⅲ,002556,辉隆股份,58.8852
857641,游戏Ⅲ,002425,凯撒文化,0.5663
857641,游戏Ⅲ,002517,恺英网络,8.7807
857641,游戏Ⅲ,002555,三七互娱,8.5683
857641,游戏Ⅲ,002558,巨人网络,10.3330
857641,游戏Ⅲ,002602,世纪华通,22.0407
857641,游戏Ⅲ,002605,姚记科技,1.2063
857641,游戏Ⅲ,002624,完美世界,4.4566
857641,游戏Ⅲ,300002,神州泰岳,4.6373
857641,游戏Ⅲ,300031,宝通科技,1.9708
857641,游戏Ⅲ,300043,星辉娱乐,0.9215
857641,游戏Ⅲ,300052,中青宝,0.6437
857641,游戏Ⅲ,300113,顺网科技,2.5212
857641,游戏Ⅲ,300299,富春股份,0.7573
857641,游戏Ⅲ,300315,掌趣科技,3.2716
857641,游戏Ⅲ,300418,昆仑万维,11.0793
857641,游戏Ⅲ,300459,汤姆猫,3.0295
857641,游戏Ⅲ,300467,迅游科技,1.2695
857641,游戏Ⅲ,300494,盛天网络,0.9359
857641,游戏Ⅲ,300533,冰川网络,0.8585
857641,游戏Ⅲ,600633,浙数文化,2.1932
857641,游戏Ⅲ,600715,文投控股,0.7189
857641,游戏Ⅲ,600892,大晟文化,0.3555
857641,游戏Ⅲ,603258,电魂网络,0.4579
857641,游戏Ⅲ,603444,吉比特,4.9068
857641,游戏Ⅲ,002919,名臣健康,0.8367
857641,游戏Ⅲ,002174,游族网络,2.6818
859951,电视广播Ⅲ,000665,湖北广电,3.8462
859951,电视广播Ⅲ,000917,电广传媒,12.5612
859951,电视广播Ⅲ,002238,天威视讯,1.3005
859951,电视广播Ⅲ,300770,新媒股份,6.4480
859951,电视广播Ⅲ,600037,歌华有线,9.5054
859951,电视广播Ⅲ,600637,东方明珠,22.5309
859951,电视广播Ⅲ,600831,广电网络,2.0583
859951,电视广播Ⅲ,600936,北投科技,6.3389
859951,电视广播Ⅲ,600959,江苏有线,11.0487
859951,电视广播Ⅲ,600996,贵广网络,4.1826
859951,电视广播Ⅲ,601929,吉视传媒,7.9507
859951,电视广播Ⅲ,301262,海看股份,1.7463
859951,电视广播Ⅲ,301551,无线传媒,2.3808
859951,电视广播Ⅲ,000156,华数传媒,8.1007
851631,燃气Ⅲ,000593,德龙汇能,4.6277
851631,燃气Ⅲ,000669,ST金鸿,1.8681
851631,燃气Ⅲ,002259,升达林业,1.9486
851631,燃气Ⅲ,002267,陕天然气,2.9968
851631,燃气Ⅲ,002700,万憬能源,0.5232
851631,燃气Ⅲ,002911,佛燃能源,2.2036
851631,燃气Ⅲ,300332,天壕能源,3.3531
851631,燃气Ⅲ,300483,首华燃气,6.7116
851631,燃气Ⅲ,600333,长春燃气,1.4607
851631,燃气Ⅲ,600617,国新能源,2.2712
851631,燃气Ⅲ,600635,大众公用,8.5773
851631,燃气Ⅲ,600681,百川能源,2.0431
851631,燃气Ⅲ,600803,新奥股份,15.2702
851631,燃气Ⅲ,600903,贵州燃气,2.3304
851631,燃气Ⅲ,600917,重庆燃气,2.9018
851631,燃气Ⅲ,601139,深圳燃气,3.8697
851631,燃气Ⅲ,603053,成都燃气,1.5777
851631,燃气Ⅲ,603080,新疆火炬,1.4171
851631,燃气Ⅲ,603318,水发燃气,2.2313
851631,燃气Ⅲ,603393,新天然气,6.4532
851631,燃气Ⅲ,603689,皖天然气,1.3382
851631,燃气Ⅲ,603706,东方环宇,1.1651
851631,燃气Ⅲ,605090,九丰能源,11.9970
851631,燃气Ⅲ,605169,洪通燃气,0.7759
851631,燃气Ⅲ,605368,蓝天燃气,1.7843
851631,燃气Ⅲ,001331,胜通能源,5.0891
851631,燃气Ⅲ,001299,美能能源,0.8195
851631,燃气Ⅲ,000407,胜利股份,2.3932
851616,光伏发电,002256,兆新股份,6.8316
851616,光伏发电,002617,露笑科技,12.9383
851616,光伏发电,300125,*ST聆达,3.3068
851616,光伏发电,300317,珈伟新能,3.9029
851616,光伏发电,600032,浙江新能,5.0440
851616,光伏发电,601778,晶科科技,14.2106
851616,光伏发电,601908,京运通,4.5579
851616,光伏发电,603105,芯能科技,2.9687
851616,光伏发电,600821,金开新能,12.6799
851616,光伏发电,002480,新筑股份,3.7177
851616,光伏发电,002218,拓日新能,4.2182
851616,光伏发电,002310,东方新能,9.6967
851616,光伏发电,000591,太阳能,15.9261
850131,林业Ⅲ,002679,福建金森,4.9038
850131,林业Ⅲ,600265,*ST景谷,8.6262
850131,林业Ⅲ,000663,永安林业,9.0577
850131,林业Ⅲ,000592,平潭发展,77.4121
851612,水力发电,000722,湖南发展,0.8065
851612,水力发电,000791,甘肃能源,1.4370
851612,水力发电,000993,闽东电力,0.5864
851612,水力发电,002039,黔源电力,1.2241
851612,水力发电,600025,华能水电,5.4700
851612,水力发电,600236,桂冠电力,1.1977
851612,水力发电,600674,川投能源,6.5565
851612,水力发电,600886,国投电力,9.1282
851612,水力发电,600900,长江电力,69.8149
851612,水力发电,600868,梅雁吉祥,1.1654
851612,水力发电,600292,电投水电,1.2071
851612,水力发电,000601,韶能股份,1.4056
850121,海洋捕捞,600097,开创国际,46.7336
850121,海洋捕捞,000798,中水渔业,53.2663
851611,火力发电,000531,穗恒运A,0.8688
851611,火力发电,000539,粤电力A,1.6402
851611,火力发电,000543,皖能电力,2.7926
851611,火力发电,000600,建投能源,2.0409
851611,火力发电,000690,宝新能源,3.2411
851611,火力发电,000767,晋控电力,1.5940
851611,火力发电,000899,赣能股份,1.2178
851611,火力发电,000966,长源电力,1.9211
851611,火力发电,001896,豫能控股,3.2111
851611,火力发电,002608,江苏国信,1.4023
851611,火力发电,600011,华能国际,6.7339
851611,火力发电,600021,上海电力,6.6972
851611,火力发电,600023,浙能电力,5.8628
851611,火力发电,600027,华电国际,6.2144
851611,火力发电,600098,广州发展,2.0928
851611,火力发电,600396,华电辽能,3.5882
851611,火力发电,600509,天富能源,2.0835
851611,火力发电,600578,京能电力,2.8185
851611,火力发电,600642,申能股份,5.2131
851611,火力发电,600726,华电能源,2.2736
851611,火力发电,600744,华银电力,2.5108
851611,火力发电,600780,通宝能源,1.0121
851611,火力发电,600795,国电电力,12.9331
851611,火力发电,600863,华能蒙电,5.9167
851611,火力发电,601991,大唐发电,6.3244
851611,火力发电,000037,深南电A,0.7503
851611,火力发电,001286,陕西能源,2.6302
851611,火力发电,600575,淮河能源,1.7128
851611,火力发电,000027,深圳能源,2.7003
851614,热力服务,001210,金房能源,3.4067
851614,热力服务,002015,协鑫能科,20.6349
851614,热力服务,002479,富春环保,4.8077
851614,热力服务,002893,京能热力,2.8054
851614,热力服务,300335,迪森股份,3.6090
851614,热力服务,600149,廊坊发展,1.9753
851614,热力服务,600167,联美控股,7.1640
851614,热力服务,600719,大连热电,3.5498
851614,热力服务,600982,宁波能源,4.6398
851614,热力服务,605011,杭州热电,2.8035
851614,热力服务,605028,世茂能源,1.8080
851614,热力服务,605162,新中港,1.7556
851614,热力服务,605580,恒盛能源,2.3119
851614,热力服务,600226,亨通股份,19.1168
851614,热力服务,600052,东望时代,3.0367
851614,热力服务,001376,百通能源,3.7050
851614,热力服务,600475,华光环能,7.5315
851614,热力服务,603071,物产环能,3.0346
851614,热力服务,000692,惠天热电,2.3030
850112,粮食种植,601952,苏垦农发,31.9074
850112,粮食种植,600598,北大荒,68.0925
850114,食用菌,300511,雪榕生物,30.0093
850114,食用菌,300970,华绿生物,22.8843
850114,食用菌,600883,博闻科技,13.6588
850114,食用菌,002772,众兴菌业,33.4474
850144,宠物食品,300673,佩蒂股份,14.2624
850144,宠物食品,301498,乖宝宠物,38.9872
850144,宠物食品,002891,中宠股份,46.7502
850143,水产饲料,603668,天马科技,8.8031
850143,水产饲料,001313,粤海饲料,3.7157
850143,水产饲料,002696,百洋股份,2.1168
850143,水产饲料,002311,海大集团,85.3642
851610,电能综合服务,000883,湖北能源,5.7814
851610,电能综合服务,003035,南网能源,5.7314
851610,电能综合服务,600101,明星电力,3.2217
851610,电能综合服务,600116,三峡水利,4.2356
851610,电能综合服务,600310,广西能源,2.8798
851610,电能综合服务,600452,涪陵电力,8.7131
851610,电能综合服务,600483,福能股份,10.0296
851610,电能综合服务,600505,西昌电力,1.8673
851610,电能综合服务,600644,乐山电力,3.0260
851610,电能综合服务,600969,郴电国际,1.9342
851610,电能综合服务,600979,广安爱众,2.5942
851610,电能综合服务,600995,南网储能,7.3743
851610,电能综合服务,300040,九洲集团,2.8817
851610,电能综合服务,000631,顺发恒能,1.8460
851610,电能综合服务,600157,永泰能源,27.2739
851610,电能综合服务,000875,电投绿能,10.6090
851617,风力发电,000862,银星能源,1.7009
851617,风力发电,600163,中闽能源,2.0533
851617,风力发电,600905,三峡能源,27.3411
851617,风力发电,600956,新天绿能,1.3786
851617,风力发电,601016,节能风电,8.1751
851617,风力发电,601619,嘉泽新能,3.4081
851617,风力发电,603693,江苏新能,1.2415
851617,风力发电,001289,龙源电力,1.4834
851617,风力发电,001258,立新能源,2.3917
851617,风力发电,000537,绿发电力,3.2746
851617,风力发电,000507,珠海港,1.9980
851617,风力发电,002053,云南能投,1.5326
851617,风力发电,600930,华电新能,25.1931
851617,风力发电,000595,新能股份,2.0656
851617,风力发电,001248,华润新能,9.6344
851617,风力发电,000155,川能动力,7.1272
851521,中药Ⅲ,000538,云南白药,9.4109
851521,中药Ⅲ,000590,古汉医药,0.2673
851521,中药Ⅲ,000650,仁和药业,1.308
851521,中药Ⅲ,000790,华神科技,0.464
851521,中药Ⅲ,000989,九芝堂,1.0384
851521,中药Ⅲ,000999,华润三九,3.6389
851521,中药Ⅲ,002107,沃华医药,0.428
851521,中药Ⅲ,002198,ST嘉应,0.2827
851521,中药Ⅲ,002275,桂林三金,0.4835
851521,中药Ⅲ,002287,奇正藏药,0.3512
851521,中药Ⅲ,002317,众生药业,4.4858
851521,中药Ⅲ,002349,精华制药,0.8506
851521,中药Ⅲ,002390,信邦制药,0.8171
851521,中药Ⅲ,002412,汉森制药,0.445
851521,中药Ⅲ,002424,ST百灵,1.1047
851521,中药Ⅲ,002566,益盛药业,0.3044
851521,中药Ⅲ,002603,以岭药业,3.2868
851521,中药Ⅲ,002644,佛慈制药,0.3746
851521,中药Ⅲ,002728,特一药业,0.6728
851521,中药Ⅲ,002737,葵花药业,0.8598
851521,中药Ⅲ,002864,盘龙药业,0.4781
851521,中药Ⅲ,002873,新天药业,0.3228
851521,中药Ⅲ,002907,华森制药,0.3789
851521,中药Ⅲ,300026,红日药业,1.7153
851521,中药Ⅲ,300039,上海凯宝,0.89
851521,中药Ⅲ,300147,*ST香雪,0.8611
851521,中药Ⅲ,300181,佐力药业,1.986
851521,中药Ⅲ,300519,新光药业,0.239
851521,中药Ⅲ,300534,陇神戎发,0.6138
851521,中药Ⅲ,300878,维康药业,0.2775
851521,中药Ⅲ,600080,ST金花,0.3008
851521,中药Ⅲ,600085,同仁堂,2.4992
851521,中药Ⅲ,600129,太极集团,1.2841
851521,中药Ⅲ,600222,太龙药业,0.7694
851521,中药Ⅲ,600252,中恒集团,1.2015
851521,中药Ⅲ,600285,羚锐制药,2.5095
851521,中药Ⅲ,600329,达仁堂,2.3468
851521,中药Ⅲ,600332,白云山,3.7017
851521,中药Ⅲ,600351,亚宝药业,0.9482
851521,中药Ⅲ,600422,昆药集团,1.0699
851521,中药Ⅲ,600436,片仔癀,9.2015
851521,中药Ⅲ,600479,千金药业,0.7226
851521,中药Ⅲ,600518,康美药业,3.2385
851521,中药Ⅲ,600535,天士力,3.0128
851521,中药Ⅲ,600557,康缘药业,1.044
851521,中药Ⅲ,600566,济川药业,2.2962
851521,中药Ⅲ,600572,康恩贝,1.8877
851521,中药Ⅲ,600594,益佰制药,0.4953
851521,中药Ⅲ,600671,天目药业,0.3597
851521,中药Ⅲ,600750,华润江中,2.3191
851521,中药Ⅲ,600771,广誉远,1.5678
851521,中药Ⅲ,600976,健民集团,0.7768
851521,中药Ⅲ,600993,马应龙,1.6765
851521,中药Ⅲ,603139,康惠股份,0.4161
851521,中药Ⅲ,603439,三力制药,0.525
851521,中药Ⅲ,603567,珍宝岛,0.7349
851521,中药Ⅲ,603858,步长制药,1.8406
851521,中药Ⅲ,603896,寿仙谷,0.4274
851521,中药Ⅲ,603998,方盛制药,0.6672
851521,中药Ⅲ,605199,ST葫芦娃,0.138
851521,中药Ⅲ,000623,吉林敖东,3.8426
851521,中药Ⅲ,002082,ST万邦,0.7988
851521,中药Ⅲ,301111,粤万年青,0.2198
851521,中药Ⅲ,301331,恩威医药,0.1771
851521,中药Ⅲ,300158,振东制药,0.8472
851521,中药Ⅲ,000423,东阿阿胶,5.4955
850154,其他农产品加工,000930,中粮科技,11.1324
850154,其他农产品加工,002286,保龄宝,6.2352
850154,其他农产品加工,002481,双塔食品,8.0418
850154,其他农产品加工,003030,祖名股份,3.1322
850154,其他农产品加工,300138,晨光生物,11.0866
850154,其他农产品加工,300268,佳沃食品,2.6113
850154,其他农产品加工,600191,华资实业,5.6400
850154,其他农产品加工,600737,中粮糖业,36.5783
850154,其他农产品加工,001338,永顺泰,5.7128
850154,其他农产品加工,002086,东方海洋,7.6951
850154,其他农产品加工,000911,*ST广糖,2.1338
850172,生猪养殖,001201,东瑞股份,0.7242
850172,生猪养殖,002124,天邦食品,1.8702
850172,生猪养殖,002157,正邦科技,9.2467
850172,生猪养殖,002714,牧原股份,43.3355
850172,生猪养殖,300498,温氏股份,35.8178
850172,生猪养殖,600975,新五丰,1.4803
850172,生猪养殖,605296,神农集团,0.9185
850172,生猪养殖,603477,巨星农牧,1.9796
850172,生猪养殖,000048,京基智农,2.1292
850172,生猪养殖,603717,天域生物,0.4504
850172,生猪养殖,000735,罗牛山,2.0471
850151,果蔬加工,300175,朗源股份,15.5231
850151,果蔬加工,600251,冠农股份,30.8907
850151,果蔬加工,600962,国投中鲁,23.5364
850151,果蔬加工,605198,安德利,18.7344
850151,果蔬加工,000972,中基健康,11.3151
850173,肉鸡养殖,002299,圣农发展,28.7126
850173,肉鸡养殖,002458,益生股份,24.6357
850173,肉鸡养殖,002746,仙坛股份,9.3505
850173,肉鸡养殖,002982,湘佳股份,3.8404
850173,肉鸡养殖,300761,立华股份,22.0819
850173,肉鸡养殖,300967,晓鸣股份,3.5309
850173,肉鸡养殖,301116,益客食品,2.8055
850173,肉鸡养殖,002234,民和股份,5.0421
851565,其他医疗服务,688315,诺禾致源,66.8364
851565,其他医疗服务,000504,南华生物,33.1635
851563,医疗研发外包,300149,睿智医药,0.7206
851563,医疗研发外包,300347,泰格医药,5.7205
851563,医疗研发外包,300363,博腾股份,1.1975
851563,医疗研发外包,300404,博济医药,0.5361
851563,医疗研发外包,300725,药石科技,1.6322
851563,医疗研发外包,300759,康龙化成,6.7815
851563,医疗研发外包,600721,百花医药,0.4311
851563,医疗研发外包,603127,昭衍新药,4.384
851563,医疗研发外包,603259,药明康德,56.2305
851563,医疗研发外包,688202,美迪西,1.3594
851563,医疗研发外包,688222,成都先导,1.2894
851563,医疗研发外包,688621,阳光诺和,0.9084
851563,医疗研发外包,301096,百诚医药,0.6215
851563,医疗研发外包,688265,南模生物,0.1853
851563,医疗研发外包,301201,诚达药业,0.5173
851563,医疗研发外包,688238,和元生物,0.5523
851563,医疗研发外包,688046,药康生物,0.9424
851563,医疗研发外包,301257,普蕊斯,0.4796
851563,医疗研发外包,688131,皓元医药,2.2856
851563,医疗研发外包,301333,诺思格,0.3726
851563,医疗研发外包,688073,毕得医药,0.4248
851563,医疗研发外包,301230,泓博医药,0.6013
851563,医疗研发外包,603456,九洲药业,1.4747
851563,医疗研发外包,301509,金凯生科,0.2774
851563,医疗研发外包,301520,万邦医药,0.3434
851563,医疗研发外包,300683,海特生物,0.4285
851563,医疗研发外包,688710,益诺思,0.8414
851563,医疗研发外包,688796,百奥赛图,1.0376
851563,医疗研发外包,002821,凯莱英,7.4217
850181,动物保健Ⅲ,002868,绿康生化,5.1768
850181,动物保健Ⅲ,300119,瑞普生物,13.9785
850181,动物保健Ⅲ,300871,回盛生物,6.3182
850181,动物保健Ⅲ,600195,中牧股份,10.8252
850181,动物保健Ⅲ,600201,生物股份,36.5444
850181,动物保健Ⅲ,603566,普莱柯,7.6848
850181,动物保健Ⅲ,688098,申联生物,6.4843
850181,动物保健Ⅲ,688526,科前生物,5.3742
850181,动物保健Ⅲ,002688,金河生物,7.6131
850122,水产养殖,300094,国联水产,29.8614
850122,水产养殖,600257,大湖股份,24.3978
850122,水产养殖,600467,好当家,28.1945
850122,水产养殖,002069,獐子岛,17.5461
851562,诊断服务,301060,兰卫医学,4.9261
851562,诊断服务,603882,金域医学,26.4613
851562,诊断服务,000710,贝瑞基因,7.1868
851562,诊断服务,300676,华大基因,32.0952
851562,诊断服务,300244,迪安诊断,29.3304
850152,粮油加工,000505,京粮控股,6.9370
850152,粮油加工,002852,道道全,5.8390
850152,粮油加工,300999,金龙鱼,57.8363
850152,粮油加工,600127,金健米业,12.2678
850152,粮油加工,603182,嘉华股份,4.8466
850152,粮油加工,603231,索宝蛋白,5.2117
850152,粮油加工,000019,深粮控股,7.0612
850113,其他种植业,600359,新农开发,5.7648
850113,其他种植业,600540,新赛股份,4.3784
850113,其他种植业,601118,海南橡胶,31.9081
850113,其他种植业,603336,宏辉果蔬,12.8630
850113,其他种植业,002215,诺普信,26.2702
850113,其他种植业,600108,亚盛集团,18.8154
850111,种子,000998,隆平高科,31.6908
850111,种子,002041,登海种业,10.7253
850111,种子,300087,ST荃银,11.6169
850111,种子,300189,神农种业,12.4487
850111,种子,600313,农发种业,13.0784
850111,种子,600354,敦煌种业,7.8515
850111,种子,600371,万向德农,3.4433
850111,种子,000713,国投丰乐,9.1448
850142,畜禽饲料,002100,天康生物,13.5493
850142,畜禽饲料,002385,大北农,20.5516
850142,畜禽饲料,002548,金新农,4.7428
